yearly_agency_id,agency_id,data_year,ori,legacy_ori,covered_by_legacy_ori,direct_contributor_flag,dormant_flag,dormant_year,reporting_type,ucr_agency_name,ncic_agency_name,pub_agency_name,pub_agency_unit,agency_status,state_id,state_name,state_abbr,state_postal_abbr,division_code,division_name,region_code,region_name,region_desc,agency_type_name,population,submitting_agency_id,sai,submitting_agency_name,suburban_area_flag,population_group_id,population_group_code,population_group_desc,parent_pop_group_code,parent_pop_group_desc,mip_flag,pop_sort_order,summary_rape_def,pe_reported_flag,male_officer,male_civilian,male_officer+male_civilian,female_officer,female_civilian,female_officer+female_civilian,officer_rate,employee_rate,nibrs_cert_date,nibrs_start_date,nibrs_leoka_start_date,nibrs_ct_start_date,nibrs_multi_bias_start_date,nibrs_off_eth_start_date,covered_flag,county_name,msa_name,publishable_flag,participated,nibrs_participated
23192024,2319,2024,FL0010000,FL0010000,,N,N,,I,ALACHUA,ALACHUA CO SO GAINESVILLE,Alachua,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,County,128511,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,Y,19,9A,"MSA counties 100,000 or over",9,MSA Counties,Y,19,,Y,137,39,176,61,78,139,1.5,2.5,2021-01-01,2022-01-01,2022-01-01,2022-01-01,2022-01-01,2022-01-01,N,ALACHUA,"Gainesville, FL",Y,Y,Y
23202024,2320,2024,FL0010100,FL0010100,,N,N,,I,GAINESVILLE,GAINESVILLE PD,Gainesville,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,City,147022,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,N,6,2,"Cities from 100,000 thru 249,999",2,"Cities from 100,000 thru 249,999",Y,6,,Y,194,26,220,45,47,92,1.6,2.1,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,ALACHUA,"Gainesville, FL",Y,Y,Y
23252024,2325,2024,FL0010600,FL0010600,,N,N,,I,UNIVERSITY OF FLORIDA,UNIVERSITY OF FLORIDA PD GAINESVILLE,University of Florida,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,University or College,0,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,55,23,78,19,27,46,0,0,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,ALACHUA,"Gainesville, FL",Y,Y,Y
23412024,2341,2024,FL0020000,FL0020000,,N,N,,I,BAKER,BAKER CO SO MACCLENNY,Baker,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,County,28959,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,Y,20,9B,"MSA counties from 25,000 thru 99,999",9,MSA Counties,N,20,,Y,55,2,57,4,10,14,2.0,2.5,2021-01-01,2021-01-01,2022-09-01,2022-09-01,2022-09-01,2022-09-01,N,BAKER,"Jacksonville, FL",Y,Y,Y
23752024,2375,2024,FL0040000,FL0040000,,N,N,,I,BRADFORD,BRADFORD CO SO STARKE,Bradford,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,County,21565,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,N,15,8C,"Non-MSA counties from 10,000 thru 24,999",8,Non-MSA Counties,N,15,,N,,,,,,,,,2021-01-01,2023-01-01,2023-01-01,2023-01-01,2023-01-01,2023-01-01,N,BRADFORD,Not Specified,Y,Y,Y
23882024,2388,2024,FL0050000,FL0050000,,N,N,,I,BREVARD,BREVARD CO SO TITUSVILLE,Brevard,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,County,269685,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,Y,19,9A,"MSA counties 100,000 or over",9,MSA Counties,Y,19,,Y,467,273,740,84,365,449,2.0,4.4,2021-01-01,2024-01-01,2024-01-01,2024-01-01,2024-01-01,2024-01-01,N,BREVARD,"Palm Bay-Melbourne-Titusville, FL",Y,Y,Y
23902024,2390,2024,FL0050200,FL0050200,,N,N,,I,COCOA,COCOA PD,Cocoa,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,City,20235,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,49,5,54,8,26,34,2.8,4.3,2021-01-01,2023-07-01,2023-07-01,2023-07-01,2023-07-01,2023-07-01,N,BREVARD,"Palm Bay-Melbourne-Titusville, FL",Y,Y,Y
23942024,2394,2024,FL0050600,FL0050600,,N,N,,I,INDIAN HARBOUR BEACH,INDIAN HARBOUR BEACH PD,Indian Harbour Beach,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,City,9020,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,17,1,18,2,8,10,2.1,3.1,2021-01-01,2023-01-01,2023-01-01,2023-01-01,2023-01-01,2023-01-01,N,BREVARD,"Palm Bay-Melbourne-Titusville, FL",Y,Y,Y
23982024,2398,2024,FL0051000,FL0051000,,N,N,,I,SATELLITE BEACH,SATELLITE BEACH PD EAU GALLIE,Satellite Beach,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,City,11380,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,20,2,22,5,5,10,2.2,2.8,2021-01-01,2023-01-01,2023-01-01,2023-01-01,2023-01-01,2023-01-01,N,BREVARD,"Palm Bay-Melbourne-Titusville, FL",Y,Y,Y
23992024,2399,2024,FL0051100,FL0051100,,N,N,,I,TITUSVILLE,TITUSVILLE PD,Titusville,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,City,49970,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,N,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,75,4,79,11,40,51,1.7,2.6,2021-01-01,2024-01-01,2024-01-01,2024-01-01,2024-01-01,2024-01-01,N,BREVARD,"Palm Bay-Melbourne-Titusville, FL",Y,Y,Y
24002024,2400,2024,FL0051200,FL0051200,,N,N,,I,PALM BAY,PALM BAY PD,Palm Bay,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,City,141137,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,N,6,2,"Cities from 100,000 thru 249,999",2,"Cities from 100,000 thru 249,999",Y,6,,N,,,,,,,,,2021-01-01,2021-01-01,2023-01-01,2023-01-01,2023-01-01,2023-01-01,N,BREVARD,"Palm Bay-Melbourne-Titusville, FL",Y,Y,Y
24042024,2404,2024,FL0051600,FL0051600,,N,N,,I,WEST MELBOURNE,WEST MELBOURNE PD MELBOURNE,West Melbourne,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,City,30057,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,41,5,46,7,8,15,1.6,2.0,2021-01-01,2024-01-01,2024-01-01,2024-01-01,2024-01-01,2024-01-01,N,BREVARD,"Palm Bay-Melbourne-Titusville, FL",Y,Y,Y
24212024,2421,2024,FL0060300,FL0060300,,N,N,,I,FORT LAUDERDALE,FORT LAUDERDALE POLICE DEPARTMENT,Fort Lauderdale,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,City,184714,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,N,6,2,"Cities from 100,000 thru 249,999",2,"Cities from 100,000 thru 249,999",Y,6,,Y,433,48,481,116,130,246,3.0,3.9,2021-01-01,2023-01-01,2023-01-01,2023-01-01,2023-01-01,2023-01-01,N,BROWARD,"Miami-Fort Lauderdale-West Palm Beach, FL",Y,Y,Y
24262024,2426,2024,FL0060800,FL0060800,,N,N,,I,PEMBROKE PINES,PEMBROKE PINES PD,Pembroke Pines,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,City,171138,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,N,6,2,"Cities from 100,000 thru 249,999",2,"Cities from 100,000 thru 249,999",Y,6,,Y,211,37,248,36,58,94,1.4,2.0,2021-01-01,2024-10-01,2024-10-01,2024-10-01,2024-10-01,2024-10-01,N,BROWARD,"Miami-Fort Lauderdale-West Palm Beach, FL",Y,Y,Y
24302024,2430,2024,FL0061200,FL0061200,,N,N,,I,DAVIE,DAVIE POLICE DEPARTMENT,Davie,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,City,108397,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,N,6,2,"Cities from 100,000 thru 249,999",2,"Cities from 100,000 thru 249,999",Y,6,,Y,164,20,184,33,58,91,1.8,2.5,2021-01-01,2022-01-01,2022-09-01,2022-09-01,2022-09-01,2022-09-01,N,BROWARD,"Miami-Fort Lauderdale-West Palm Beach, FL",Y,Y,Y
24322024,2432,2024,FL0061400,FL0061400,,N,N,,I,HILLSBORO BEACH,HILLSBORO BEACH POLICE DEPARTMENT,Hillsboro Beach,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,City,1972,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,12,3,15,2,4,6,7.1,10.6,2021-01-01,2024-03-01,2024-03-01,2024-03-01,2024-03-01,2024-03-01,N,BROWARD,"Miami-Fort Lauderdale-West Palm Beach, FL",Y,Y,Y
24392024,2439,2024,FL0062200,FL0062200,,N,N,,I,MIRAMAR,MIRAMAR PD,Miramar,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,City,139611,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,N,6,2,"Cities from 100,000 thru 249,999",2,"Cities from 100,000 thru 249,999",Y,6,,Y,175,29,204,51,52,103,1.6,2.2,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,BROWARD,"Miami-Fort Lauderdale-West Palm Beach, FL",Y,Y,Y
24442024,2444,2024,FL0062800,FL0062800,,N,N,,I,CORAL SPRINGS,CORAL SPRINGS PD,Coral Springs,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,City,135157,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,N,6,2,"Cities from 100,000 thru 249,999",2,"Cities from 100,000 thru 249,999",Y,6,,Y,173,27,200,41,86,127,1.6,2.4,2021-01-01,2021-08-01,2022-09-01,2022-09-01,2022-09-01,2022-09-01,N,BROWARD,"Miami-Fort Lauderdale-West Palm Beach, FL",Y,Y,Y
24492024,2449,2024,FL0063400,FL0063400,,N,N,,I,SEMINOLE TRIBAL,SEMINOLE TRIBAL PD HOLLYWOOD,Seminole Tribal,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,Tribal,0,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,129,33,162,35,40,75,0,0,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,NOT SPECIFIED,Not Specified,Y,Y,Y
24772024,2477,2024,FL0080000,FL0080000,,N,N,,I,CHARLOTTE,CHARLOTTE CO SO PUNTA GORDA,Charlotte,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,County,195821,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,Y,19,9A,"MSA counties 100,000 or over",9,MSA Counties,Y,19,,Y,282,53,335,48,134,182,1.7,2.6,2021-01-01,2021-01-01,2022-08-01,2022-08-01,2022-08-01,2022-08-01,N,CHARLOTTE,"Punta Gorda, FL",Y,Y,Y
25002024,2500,2024,FL0100000,FL0100000,,N,N,,I,CLAY,CLAY CO SO GREEN COVE SPRINGS,Clay,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,County,221996,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,Y,19,9A,"MSA counties 100,000 or over",9,MSA Counties,Y,19,,Y,303,179,482,53,185,238,1.6,3.2,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,CLAY,"Jacksonville, FL",Y,Y,Y
25012024,2501,2024,FL0100100,FL0100100,,N,N,,I,GREEN COVE SPRINGS,GREEN COVE SPRINGS PD,Green Cove Springs,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,City,10219,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,19,0,19,7,7,14,2.5,3.2,2021-01-01,2021-04-01,2021-04-01,2021-04-01,2021-04-01,2021-04-01,N,CLAY,"Jacksonville, FL",Y,Y,Y
25022024,2502,2024,FL0100200,FL0100200,,N,N,,I,ORANGE PARK,ORANGE PARK PD,Orange Park,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,City,9056,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,20,2,22,4,7,11,2.7,3.6,2021-01-01,2021-02-01,2021-02-01,2021-02-01,2021-02-01,2021-02-01,N,CLAY,"Jacksonville, FL",Y,Y,Y
25132024,2513,2024,FL0110000,FL0110000,,N,N,,I,COLLIER,COLLIER CO SO NAPLES,Collier,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,County,384722,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,Y,19,9A,"MSA counties 100,000 or over",9,MSA Counties,Y,19,,Y,471,122,593,86,246,332,1.4,2.4,2021-01-01,2021-01-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,N,COLLIER,"Naples-Marco Island, FL",Y,Y,Y
25162024,2516,2024,FL0110300,FL0110300,,N,N,,I,MARCO ISLAND,CITY OF MARCO ISLAND POLICE DEPARTMENT,Marco Island,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,City,16362,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,N,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,30,13,43,3,6,9,2.0,3.2,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,COLLIER,"Naples-Marco Island, FL",Y,Y,Y
25262024,2526,2024,FL0120000,FL0120000,,N,N,,I,COLUMBIA,COLUMBIA CO SO LAKE CITY,Columbia,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,County,62817,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,N,14,8B,"Non-MSA counties from 25,000 thru 99,999",8,Non-MSA Counties,N,14,,Y,88,32,120,18,45,63,1.7,2.9,2021-01-01,2022-01-01,2022-01-01,2022-01-01,2022-01-01,2022-01-01,N,COLUMBIA,Not Specified,Y,Y,Y
25272024,2527,2024,FL0120100,FL0120100,,N,N,,I,LAKE CITY,LAKE CITY PD,Lake City,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,City,12691,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,N,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,34,4,38,7,8,15,3.2,4.2,2021-01-01,2024-01-01,2024-01-01,2024-01-01,2024-01-01,2024-01-01,N,COLUMBIA,Not Specified,Y,Y,Y
25392024,2539,2024,FL0130000,FL0130000,,N,N,,I,MIAMI-DADE,MIAMI DADE POLICE DEPARTMENT,Miami-Dade,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,County,1212003,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,Y,19,9A,"MSA counties 100,000 or over",9,MSA Counties,Y,19,,Y,2345,278,2623,789,842,1631,2.6,3.5,2021-01-01,2022-01-01,2022-01-01,2022-01-01,2022-01-01,2022-01-01,N,MIAMI-DADE,"Miami-Fort Lauderdale-West Palm Beach, FL",Y,Y,Y
25402024,2540,2024,FL0130100,FL0130100,,N,N,,I,BAL HARBOUR VILLAGE,BAL HARBOUR VILLAGE PD BAL HARBOUR,Bal Harbour Village,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,City,2931,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,22,0,22,5,8,13,9.2,11.9,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,MIAMI-DADE,"Miami-Fort Lauderdale-West Palm Beach, FL",Y,Y,Y
25412024,2541,2024,FL0130200,FL0130200,,N,N,,I,CORAL GABLES,CORAL GABLES PD,Coral Gables,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,City,47900,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,136,25,161,35,53,88,3.6,5.2,2021-01-01,2021-01-01,2022-06-01,2022-06-01,2022-06-01,2022-06-01,N,MIAMI-DADE,"Miami-Fort Lauderdale-West Palm Beach, FL",Y,Y,Y
25422024,2542,2024,FL0130300,FL0130300,,N,N,,I,FLORIDA CITY,FLORIDA CITY PD,Florida City,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,City,12441,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,35,2,37,2,9,11,3.0,3.9,2021-01-01,2022-10-01,2023-09-01,2023-09-01,2023-09-01,2023-09-01,N,MIAMI-DADE,"Miami-Fort Lauderdale-West Palm Beach, FL",Y,Y,Y
25432024,2543,2024,FL0130400,FL0130400,,N,N,,I,HIALEAH,HIALEAH PD,Hialeah,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,City,220935,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,N,6,2,"Cities from 100,000 thru 249,999",2,"Cities from 100,000 thru 249,999",Y,6,,Y,265,32,297,44,81,125,1.4,1.9,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,MIAMI-DADE,"Miami-Fort Lauderdale-West Palm Beach, FL",Y,Y,Y
25452024,2545,2024,FL0130600,FL0130600,,N,N,,I,MIAMI,MIAMI PD,Miami,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,City,460392,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,N,5,1C,"Cities from 250,000 thru 499,999",1,"All cities 250,000 or over",Y,5,,Y,1032,91,1123,302,247,549,2.9,3.6,2021-01-01,2022-07-01,2022-07-01,2022-07-01,2022-07-01,2022-07-01,N,MIAMI-DADE,"Miami-Fort Lauderdale-West Palm Beach, FL",Y,Y,Y
25472024,2547,2024,FL0130800,FL0130800,,N,N,,I,MIAMI SHORES,MIAMI SHORES PD,Miami Shores,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,City,11476,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,30,2,32,10,7,17,3.5,4.3,2021-01-01,2022-01-01,2022-01-01,2022-01-01,2022-01-01,2022-01-01,N,MIAMI-DADE,"Miami-Fort Lauderdale-West Palm Beach, FL",Y,Y,Y
25492024,2549,2024,FL0131000,FL0131000,,N,N,,I,NORTH MIAMI BEACH,NORTH MIAMI BEACH PD,North Miami Beach,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,City,42574,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,75,6,81,19,25,44,2.2,2.9,2021-01-01,2023-01-01,2023-01-01,2023-01-01,2023-01-01,2023-01-01,N,MIAMI-DADE,"Miami-Fort Lauderdale-West Palm Beach, FL",Y,Y,Y
25502024,2550,2024,FL0131100,FL0131100,,N,N,,I,DORAL,CITY OF DORAL POLICE DEPARTMENT,Doral,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,City,80445,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,N,7,3,"Cities from 50,000 thru 99,999",3,"Cities from 50,000 thru 99,999",N,7,,Y,120,13,133,35,30,65,1.9,2.5,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,MIAMI-DADE,"Miami-Fort Lauderdale-West Palm Beach, FL",Y,Y,Y
25552024,2555,2024,FL0131600,FL0131600,,N,N,,I,HIALEAH GARDENS,HIALEAH GARDENS PD,Hialeah Gardens,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,City,22065,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,43,8,51,5,11,16,2.2,3.0,2021-01-01,2023-10-01,2023-10-01,2023-10-01,2023-10-01,2023-10-01,N,MIAMI-DADE,"Miami-Fort Lauderdale-West Palm Beach, FL",Y,Y,Y
25562024,2556,2024,FL0131700,FL0131700,,N,N,,I,NORTH BAY VILLAGE,NORTH BAY VILLAGE PD,North Bay Village,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,City,7868,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,25,4,29,4,7,11,3.7,5.1,2021-01-01,2022-07-01,2022-07-01,2022-07-01,2022-07-01,2022-07-01,N,MIAMI-DADE,"Miami-Fort Lauderdale-West Palm Beach, FL",Y,Y,Y
25582024,2558,2024,FL0131900,FL0131900,,N,N,,I,SOUTH MIAMI,SOUTH MIAMI PD,South Miami,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,City,12106,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,36,1,37,8,11,19,3.6,4.6,2021-01-01,2021-01-01,2022-10-01,2022-10-01,2022-10-01,2022-10-01,N,MIAMI-DADE,"Miami-Fort Lauderdale-West Palm Beach, FL",Y,Y,Y
25672024,2567,2024,FL0133100,FL0133100,,N,N,,I,FLORIDA INTERNATIONAL UN,FL INTERNATIONAL UNIVERSITY PD MIAMI,Florida International University,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,University or College,0,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,54,16,70,11,16,27,0,0,2021-01-01,2023-01-01,2023-01-01,2023-01-01,2023-01-01,2023-01-01,N,MIAMI-DADE,"Miami-Fort Lauderdale-West Palm Beach, FL",Y,Y,Y
25702024,2570,2024,FL0133900,FL0133900,,Y,N,,I,MICCOSUKEE TRIBAL,MICCOSUKEE PUBLIC SAFETY DEPT MIAMI,Miccosukee Tribal,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,Tribal,0,32514,FL0133900,Miccosukee Tribal,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,51,6,57,5,11,16,0,0,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,NOT SPECIFIED,Not Specified,Y,Y,Y
25722024,2572,2024,FL0134300,FL0134300,,N,N,,I,KEY BISCAYNE,KEY BISCAYNE DEPT OF PUBLIC SAFETY KEY BISCAYNE,Key Biscayne,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,City,14306,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,29,2,31,8,8,16,2.6,3.3,2021-01-01,2022-01-01,2022-01-01,2022-01-01,2022-01-01,2022-01-01,N,MIAMI-DADE,"Miami-Fort Lauderdale-West Palm Beach, FL",Y,Y,Y
25742024,2574,2024,FL0135100,FL0135100,,N,N,,I,SUNNY ISLES BEACH,SUNNY ISLES BEACH POLICE DEPARTMENT,Sunny Isles Beach,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,City,21762,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,51,3,54,12,9,21,2.9,3.4,2021-01-01,2022-01-01,2022-07-01,2022-07-01,2022-07-01,2022-07-01,N,MIAMI-DADE,"Miami-Fort Lauderdale-West Palm Beach, FL",Y,Y,Y
25752024,2575,2024,FL013670X,FL0136700,,N,N,,I,CUTLER BAY,CUTLER BAY,Cutler Bay,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,City,43290,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,N,,,,,,,,,2021-01-01,2022-01-01,2022-01-01,2022-01-01,2022-01-01,2022-01-01,N,MIAMI-DADE,"Miami-Fort Lauderdale-West Palm Beach, FL",Y,Y,Y
25802024,2580,2024,FL0139100,FL0139100,,N,N,,I,AVENTURA,CITY OF AVENTURA POLICE DEPARTMENT,Aventura,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,City,38317,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,77,10,87,18,24,42,2.5,3.4,2021-01-01,2021-01-01,2022-06-01,2022-06-01,2022-06-01,2022-06-01,N,MIAMI-DADE,"Miami-Fort Lauderdale-West Palm Beach, FL",Y,Y,Y
25812024,2581,2024,FL0139200,FL0139200,,N,N,,I,VILLAGE OF PINECREST,VILLAGE OF PINECREST DEPT OF POLICE,Village of Pinecrest,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,City,17963,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,38,4,42,11,15,26,2.7,3.8,2021-01-01,2023-01-01,2023-01-01,2023-01-01,2023-01-01,2023-01-01,N,MIAMI-DADE,"Miami-Fort Lauderdale-West Palm Beach, FL",Y,Y,Y
25822024,2582,2024,FL0139300,FL0139300,,N,N,,I,MIAMI LAKES,MIAMI LAKES POLICE DEPARTMENT,Miami Lakes,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,City,31511,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,N,,,,,,,,,2021-01-01,2022-01-01,2022-01-01,2022-01-01,2022-01-01,2022-01-01,N,MIAMI-DADE,"Miami-Fort Lauderdale-West Palm Beach, FL",Y,Y,Y
